,make_source,make_target,match_type,confirmed
345,CELERON,,no_match,FALSE
346,CELULARITY FUNCTIONAL REGENERATION LLC,,no_match,FALSE
347,CEMAX/ICON,,no_match,FALSE
348,CENTRONIC,,no_match,FALSE
349,CEREVAST THERAPEUTICS,,no_match,FALSE
350,CHG-Carroll Hospital Group,,no_match,FALSE
351,CHICAGO TRASHPACKER CORP.,,no_match,FALSE
352,CHIRON DIAGNOSTICS CORP SUB CHIRON CORP,,no_match,FALSE
353,CIE,,no_match,FALSE
354,CINE-CATH,,no_match,FALSE
355,CINTRON MEDICAL,,no_match,FALSE
356,CIR,,no_match,FALSE
357,CIRS,,no_match,FALSE
358,CIS-US INC.,,no_match,FALSE
359,CLINITEK,,no_match,FALSE
360,CLOROX HEALTHCARE,,no_match,FALSE
361,CMI,,no_match,FALSE
362,CMI GROUP INC,,no_match,FALSE
363,CNS INC,,no_match,FALSE
364,CNS INC.,,no_match,FALSE
365,CO2METER,,no_match,FALSE
366,COLLINS MEDICAL INC.,,no_match,FALSE
367,COLORADO BIOMEDICAL INC.,,no_match,FALSE
368,COMPUTER MOTION,,no_match,FALSE
369,CONCOA,,no_match,FALSE
370,CONEXT,,no_match,FALSE
371,CONRAC DISPLAY PRODUCTS,,no_match,FALSE
372,CONTACTA CORP,,no_match,FALSE
373,COW Industries Inc,,no_match,FALSE
374,CPI,,no_match,FALSE
375,CPI ELMAC,,no_match,FALSE
376,CR Bard Inc,,no_match,FALSE
377,CRI (Catheter Research Inc),,no_match,FALSE
378,CRITICAL CARE CONCEPTS,,no_match,FALSE
379,CRYOMED CORP,,no_match,FALSE
380,CRYSTAL ENGINEERING,,no_match,FALSE
381,CRYSTALSCAN,,no_match,FALSE
382,CSA-International,,no_match,FALSE
383,CT Contrast Injector,,no_match,FALSE
384,"CTX INTERNATIONAL, INC.",,no_match,FALSE
385,CVRx,,no_match,FALSE
386,CVS Pharmacy,,no_match,FALSE
387,CVS Pharmacy Inc.,,no_match,FALSE
388,CW Logics,,no_match,FALSE
389,Cabot Medical,,no_match,FALSE
390,Cabot Medical Corp,,no_match,FALSE
391,Cadex Electronics,,no_match,FALSE
392,Caire,,no_match,FALSE
393,Calyxo,,no_match,FALSE
394,"Calyxo, Inc",,no_match,FALSE
395,Camino Laboratories,,no_match,FALSE
396,CanDo,,no_match,FALSE
397,Canady Biotechnologies,,no_match,FALSE
398,Cane SRL,,no_match,FALSE
399,Cantel Medical Corp,,no_match,FALSE
400,Capsule,,no_match,FALSE
401,Capsule Technologies,,no_match,FALSE
402,Capsuletech,,no_match,FALSE
403,CardinalScale,,no_match,FALSE
404,CardioTech,,no_match,FALSE
405,Cardon Rehabilitation,,no_match,FALSE
406,Caretalk,,no_match,FALSE
407,Caring Innovations LLC,,no_match,FALSE
408,Carlsan,,no_match,FALSE
409,Cascade Health & Fitness,,no_match,FALSE
410,Catalyst,,no_match,FALSE
411,Catalyst Research,,no_match,FALSE
412,Cavitron Burton,,no_match,FALSE
413,Cavitron Corp,,no_match,FALSE
414,Celleration Inc,,no_match,FALSE
415,Cenorin,,no_match,FALSE
416,Cenorin LLC,,no_match,FALSE
417,Cenotaph Products LLC,,no_match,FALSE
418,Centese,,no_match,FALSE
419,Ceramatec Inc.,,no_match,FALSE
420,Ceribell ,,no_match,FALSE
421,Ceribell Inc.,,no_match,FALSE
422,Cerner Corp,,no_match,FALSE
423,Challenger,,no_match,FALSE
424,Charder Electronic Co.,,no_match,FALSE
425,Charder Scales,,no_match,FALSE
426,Cheetah Medical,,no_match,FALSE
427,Cheetah Medical Inc.,,no_match,FALSE
428,"Cheetah Medical, Inc.",,no_match,FALSE
429,Chicago Surgical,,no_match,FALSE
430,Chick Medical Products Div Kir,,no_match,FALSE
431,Children Medical Ventures LLC,,no_match,FALSE
432,Chill Factor Products,,no_match,FALSE
433,ChillKing Chiller Systems,,no_match,FALSE
434,ChoiceMMed America,,no_match,FALSE
435,ChoiceMMed America Co,,no_match,FALSE
436,ChoiceMMed America Corp,,no_match,FALSE
437,Choicemmed,,no_match,FALSE
438,Chromalox,,no_match,FALSE
439,Ciba Corning,,no_match,FALSE
440,Circa Scientific,,no_match,FALSE
441,Circadiance LLC,,no_match,FALSE
442,Circassia Inc,,no_match,FALSE
443,Circassia Pharmaceuticals,,no_match,FALSE
444,Circassia Pharmaceuticals Inc,,no_match,FALSE
445,Circassia Pharmacuticals Inc,,no_match,FALSE
446,Circle Fitness USA,,no_match,FALSE
447,CleanSlate UV,,no_match,FALSE
448,Clearstream Technologies,,no_match,FALSE
449,Clindata,,no_match,FALSE
450,Clinicon,,no_match,FALSE
451,Clinispin,,no_match,FALSE
452,Clinitek,,no_match,FALSE
453,CoMind,,no_match,FALSE
454,Coburn Optical Industries Inc Professional Products Div,,no_match,FALSE
455,Cochlear,,no_match,FALSE
456,Cochlear Americas,,no_match,FALSE
457,Cochlear Corp,,no_match,FALSE
458,Coco Consulting,,no_match,FALSE
459,Cogentix Medical,,no_match,FALSE
460,Collins Medical Inc,,no_match,FALSE
461,Columbia Medical Inc sub Utah,,no_match,FALSE
462,Compact Instruments,,no_match,FALSE
463,Compex,,no_match,FALSE
464,Compudyne,,no_match,FALSE
465,Computer Motion,,no_match,FALSE
466,Conair,,no_match,FALSE
467,"Concord Health Supply, Inc.",,no_match,FALSE
468,Condor Electronics,,no_match,FALSE
469,Cone Instruments,,no_match,FALSE
470,Conroy Medical,,no_match,FALSE
471,Constantemp,,no_match,FALSE
472,Consult Diagnostics,,no_match,FALSE
473,Controle General Informatique ,,no_match,FALSE
474,Cool Suit,,no_match,FALSE
475,Cool Systems,,no_match,FALSE
476,Cool-View,,no_match,FALSE
477,CoolShirt Systems,,no_match,FALSE
478,Coolshirt Systems,,no_match,FALSE
479,CooperVision Surgical Div The Cooper Companies,,no_match,FALSE
480,Copenhagen,,no_match,FALSE
481,Corepak Med Sys. (Viasys),,no_match,FALSE
482,Corindus,,no_match,FALSE
483,Corix Medical Systems,,no_match,FALSE
484,Corvascular ,,no_match,FALSE
485,Cos Medic,,no_match,FALSE
486,Craftsman,,no_match,FALSE
487,Craftsman Tools,,no_match,FALSE
488,Creative Living Medical,,no_match,FALSE
489,Creche Innovations,,no_match,FALSE
490,Critcare Technologies Inc(CSI),,no_match,FALSE
491,Critical Care Diagnostics C2Dx,,no_match,FALSE
492,Crozier Medical,,no_match,FALSE
493,Cryogen Inc,,no_match,FALSE
494,Cryopak,,no_match,FALSE
495,Csi Forensic Supply,,no_match,FALSE
496,Ctx International,,no_match,FALSE
497,Curbell Medical,,no_match,FALSE
498,Curon Medical,,no_match,FALSE
499,Curtin Matheson,,no_match,FALSE
500,Curtin Matheson Scientific,,no_match,FALSE
501,Curtin Matheson Scientific Inc,,no_match,FALSE
502,Cybernet,,no_match,FALSE
503,Cyrosure,,no_match,FALSE
504,CytoTherm,,no_match,FALSE
505,Cytotherm,,no_match,FALSE
506,D E Hokanson Inc,,no_match,FALSE
507,D&T Inc. ,,no_match,FALSE
508,D-Link Coporation,,no_match,FALSE
509,"D. E. HOKANSON, INC.",,no_match,FALSE
510,"D.E. Hokanson, Inc.",,no_match,FALSE
511,D.E.C.,,no_match,FALSE
512,DAI-ICHI SHOMEI CO,,no_match,FALSE
513,DALE TECHNOLOGY CORP,,no_match,FALSE
514,DALE TECHNOLOGY INC DIV FLUKE CORP,,no_match,FALSE
515,"DANVILLE ENGINEERING, INC",,no_match,FALSE
516,DART RESPIRATORY,,no_match,FALSE
517,DATEL,,no_match,FALSE
518,DAW Industries Inc,,no_match,FALSE
519,DAXOR CORP,,no_match,FALSE
520,DCI,,no_match,FALSE
521,DCI International,,no_match,FALSE
522,DEMETRON- DENTAL PRODUCTS,,no_match,FALSE
523,DENTAL-EZ GROUP,,no_match,FALSE
524,DEVICOR MEDICAL PRODUCTS,,no_match,FALSE
525,DFINE Inc,,no_match,FALSE
526,DGH Technologies,,no_match,FALSE
527,DIFRA INSTRUMENTATION,,no_match,FALSE
528,DIGIVIEW,,no_match,FALSE
529,DISCOVERY LABS,,no_match,FALSE
530,DISPATCH,,no_match,FALSE
531,DIVA Laboratories GmbH,,no_match,FALSE
532,DIVA Labs,,no_match,FALSE
533,DJO Global,,no_match,FALSE
534,DJO Global Inc,,no_match,FALSE
535,DNI Nevada Inc Div Fluke Corp,,no_match,FALSE
536,DNI-Dynatech Nevada Inc,,no_match,FALSE
537,DNTLworks Equipment Corp,,no_match,FALSE
538,DOBOY PACKAGING DIV SIG PACKAGING TECHNOLOGY OF NORTH AMERICA INC,,no_match,FALSE
539,DOBOY PACKAGING MACHINERY,,no_match,FALSE
540,"DOME IMAGING SYSTEMS, INC",,no_match,FALSE
541,DORC International bv,,no_match,FALSE
542,DRE Inc,,no_match,FALSE
543,DRE Med,,no_match,FALSE
544,DRE Medical,,no_match,FALSE
545,DRUCK,,no_match,FALSE
546,DRW Medical,,no_match,FALSE
547,DS Diagnostic,,no_match,FALSE
548,DU PONT COMPANY,,no_match,FALSE
549,DUNE MEDICAL,,no_match,FALSE
550,DURDEN,,no_match,FALSE
551,DURO-MED INDUSTRIES,,no_match,FALSE
552,DURR MEDICAL,,no_match,FALSE
553,DWL USA,,no_match,FALSE
554,DYMAX CORP DIV BARD ACCESS SYSTEMS,,no_match,FALSE
555,DYMAX CORP.,,no_match,FALSE
556,DYNAVISION INTERNATIONAL,,no_match,FALSE
557,DYTRONICS,,no_match,FALSE
558,"Dabir Surfaces, Inc.",,no_match,FALSE
559,Dakocytomation,,no_match,FALSE
560,Dakon Corp,,no_match,FALSE
561,Dale Technologies,,no_match,FALSE
562,Dale Technology / Fluke Biomedical,,no_match,FALSE
563,Dale Technology Inc Div Fluke Corp,,no_match,FALSE
564,Dale Technology Inc.,,no_match,FALSE
565,Dan Technologies,,no_match,FALSE
566,Danninger,,no_match,FALSE
567,Danville Materials,,no_match,FALSE
568,Datram,,no_match,FALSE
569,Datrend Systems Inc,,no_match,FALSE
570,"Datrend Systems, Inc.",,no_match,FALSE
571,Datrix,,no_match,FALSE
572,Davis Instruments,,no_match,FALSE
573,DeBusk Technology Corp,,no_match,FALSE
574,Debusk Temperature Systems,,no_match,FALSE
575,Degussa-Ney Dental Inc,,no_match,FALSE
576,Dejarnette,,no_match,FALSE
577,"Delores Speech Products, LLC",,no_match,FALSE
578,Deltex Medical Ltd,,no_match,FALSE
579,Demetron,,no_match,FALSE
580,Denmed Technologies,,no_match,FALSE
581,Dentamerica,,no_match,FALSE
582,Dentex,,no_match,FALSE
583,Dermalogic,,no_match,FALSE
584,Deroyal Industries,,no_match,FALSE
585,Desco Industries,,no_match,FALSE
586,Desco Industries Inc,,no_match,FALSE
587,Desoutter Medical,,no_match,FALSE
588,Devicor Medical,,no_match,FALSE
589,Devicor Medical Products Inc,,no_match,FALSE
590,Devicor Medical Products Inc.,,no_match,FALSE
591,"Devicor Medical Products, Inc",,no_match,FALSE
592,Diatek,,no_match,FALSE
593,Diffcount,,no_match,FALSE
594,Digitimer Ltd,,no_match,FALSE
595,Dimco Gray Company,,no_match,FALSE
596,Disc Systems,,no_match,FALSE
597,Dittmar,,no_match,FALSE
598,Diversatek,,no_match,FALSE
599,Diversatek Healthcare,,no_match,FALSE
600,Diversatronics,,no_match,FALSE
601,Diversitech,,no_match,FALSE
602,Dlab,,no_match,FALSE
603,Dlp Inc Div Medtronic Inc,,no_match,FALSE
604,Doboy Packaging Div Sig Packag,,no_match,FALSE
605,Document Strategies Inc,,no_match,FALSE
606,Dodge,,no_match,FALSE
607,Drager Medical Inc,,no_match,FALSE
608,Dre Medical,,no_match,FALSE
609,Duff Norton,,no_match,FALSE
610,Dune Medical Devices,,no_match,FALSE
611,Dupaco Inc,,no_match,FALSE
612,Dymax Corp,,no_match,FALSE
613,Dymedso Inc,,no_match,FALSE
614,Dynasil,,no_match,FALSE
615,Dyonics Inc,,no_match,FALSE
616,Dyson,,no_match,FALSE
617,E Swallow,,no_match,FALSE
618,E3 MIDLANTIC TECHNOLOGIES GROUP,,no_match,FALSE
619,EASTMAN KODAK COMPANY,,no_match,FALSE
620,EBI Medical Systems,,no_match,FALSE
621,EBR Systems,,no_match,FALSE
622,ECM Power Co,,no_match,FALSE
623,ECO LAB,,no_match,FALSE
624,ECOLAB,,no_match,FALSE
625,ECOM Medical Inc,,no_match,FALSE
626,ECTOBRAIN,,no_match,FALSE
627,EDC,,no_match,FALSE
628,EDENTEC CORP,,no_match,FALSE
629,EG & G WALLAC INC,,no_match,FALSE
630,EGNELL INC,,no_match,FALSE
631,ELECTRA LAB,,no_match,FALSE
632,ELECTRIC POWER,,no_match,FALSE
633,ELECTROHOM LTD.,,no_match,FALSE
634,ELECTROLUX,,no_match,FALSE
635,ELECTROLUX MEDICAL SYSTEMS,,no_match,FALSE
636,ELECTROMED INTERNATIONAL,,no_match,FALSE
637,ELECTROMEDICS INC,,no_match,FALSE
638,ELECTROSTIM,,no_match,FALSE
639,ELEDUINO,,no_match,FALSE
640,ELITech Group,,no_match,FALSE
641,ELITech Group - USA,,no_match,FALSE
642,ELITech Group Biomedical Sys,,no_match,FALSE
643,ELO TOUCH SYSTEMS,,no_match,FALSE
644,ELO Touch Solutions,,no_match,FALSE
645,ELUCENT MEDICAL INC.,,no_match,FALSE
646,ELo Touch Systems,,no_match,FALSE
647,EM DIAGNOSTIC SYSTEMS,,no_match,FALSE
648,EM Science Div EM Industries Inc,,no_match,FALSE
649,EMD Millipore Corp.,,no_match,FALSE
650,EMD Millipore Corporation,,no_match,FALSE
651,EMD Technologies,,no_match,FALSE
652,EMD Technologies a HEICO Co,,no_match,FALSE
653,EME,,no_match,FALSE
654,EMED Technologies Corp,,no_match,FALSE
655,EMS Corporation,,no_match,FALSE
656,EMS PRODUCTS INC.,,no_match,FALSE
657,EMSI,,no_match,FALSE
658,ENGINEERED MEDICAL SYSTEMS,,no_match,FALSE
659,ENGINEERED SYSTEMS,,no_match,FALSE
660,ENTELA,,no_match,FALSE
661,ENVIROSURGICAL INC,,no_match,FALSE
662,ENVIZION MEDICAL,,no_match,FALSE
663,EOS,,no_match,FALSE
664,EP Medsystems,,no_match,FALSE
665,EPMed Systems,,no_match,FALSE
666,EQUATHERM,,no_match,FALSE
667,ESA INC,,no_match,FALSE
668,ETAC A/S,,no_match,FALSE
669,ETHERNEXT,,no_match,FALSE
670,ETS-Lindgren,,no_match,FALSE
671,ETS-Lindgren An ESCO Technologies Co,,no_match,FALSE
672,ETYMONIC DESIGN INC.,,no_match,FALSE
673,EUTECH INSTRUMENTS,,no_match,FALSE
674,EUTECHNICS,,no_match,FALSE
675,EZ- SPEECH,,no_match,FALSE
676,Earthlite,,no_match,FALSE
677,Earthlite Massage Tables,,no_match,FALSE
678,"Earthlite Massage Tables, INC.",,no_match,FALSE
679,East Coast Datacom,,no_match,FALSE
680,Eastman Kodak Co.,,no_match,FALSE
681,EchoLab,,no_match,FALSE
682,EchoNous,,no_match,FALSE
683,Echowarm,,no_match,FALSE
684,Eckstein Brothers,,no_match,FALSE
685,Eco Medics,,no_match,FALSE
686,Ecolab,,no_match,FALSE
687,Ecolab Inc,,no_match,FALSE
688,Edward Lifesciences,,no_match,FALSE
689,Eesi-Ferno,,no_match,FALSE
690,Effendorf North America,,no_match,FALSE
691,Eidolon Optical LLC,,no_match,FALSE
692,Eko Systems Inc,,no_match,FALSE
693,Ekso Bionics,,no_match,FALSE
694,"Ekso Bionics, Inc.",,no_match,FALSE
695,"Eleckta, Inc.",,no_match,FALSE
696,Electromed Inc,,no_match,FALSE
697,Electromedics Inc,,no_match,FALSE
698,Elenco Electronics,,no_match,FALSE
699,Elliquence,,no_match,FALSE
700,Elma Ultrasonics,,no_match,FALSE
701,Elo Touch Solutions,,no_match,FALSE
702,EmCyte Corp,,no_match,FALSE
703,Emanate Wireless,,no_match,FALSE
704,Emergin,,no_match,FALSE
705,Enco,,no_match,FALSE
706,Encompass,,no_match,FALSE
707,Encore Medical,,no_match,FALSE
708,Endoclot Plus,,no_match,FALSE
709,"Endosafe Endoscopy Products, Llc",,no_match,FALSE
710,Endosonics/Cardiometrics,,no_match,FALSE
711,Endotronix,,no_match,FALSE
712,EnerG Dynamic Fitness Solutions,,no_match,FALSE
713,Enercon Industries Corp,,no_match,FALSE
714,Energizer Battery Inc,,no_match,FALSE
715,Enova Illumination,,no_match,FALSE
716,EnovateIT,,no_match,FALSE
717,Epocal Inc,,no_match,FALSE
718,Escali,,no_match,FALSE
719,Escali Corp,,no_match,FALSE
720,Estecom Inc,,no_match,FALSE
721,Etac Ab,,no_match,FALSE
722,Etekcity,,no_match,FALSE
723,Eureka,,no_match,FALSE
724,Evenflo Company,,no_match,FALSE
725,"Ever-Ready Thermometer Co., Inc.",,no_match,FALSE
726,Exact Imaging,,no_match,FALSE
727,Exakt Technologies,,no_match,FALSE
728,Exalenz,,no_match,FALSE
729,Exalenz Bioscience LTD,,no_match,FALSE
730,Excelitas Technologies Corp,,no_match,FALSE
731,Executive,,no_match,FALSE
732,Exel,,no_match,FALSE
733,Exova Metech,,no_match,FALSE
734,Expresso Fitness,,no_match,FALSE
735,FA Tech Diagnostics,,no_match,FALSE
736,FABRICATION ENTERPRISES,,no_match,FALSE
737,FAMOS,,no_match,FALSE
738,FH Surgical,,no_match,FALSE
739,FIATRON,,no_match,FALSE
740,FLORIDA SERVICE PLUS,,no_match,FALSE
741,FLOTEC INC.,,no_match,FALSE
742,FLUIDOTHERAPY CORP,,no_match,FALSE
743,FMS Group,,no_match,FALSE
744,FOGG,,no_match,FALSE
745,FOGG SYSTEMS CO.,,no_match,FALSE
746,FSN Medical Technologies,,no_match,FALSE
747,FURNISS CORP,,no_match,FALSE
748,Faaborglifton / Hover Tech,,no_match,FALSE
749,Fabrication Enterprises Inc,,no_match,FALSE
750,Famos Stainless Steel Product,,no_match,FALSE
751,Famos bv,,no_match,FALSE
752,Farrall Instrument Inc.,,no_match,FALSE
753,Fast Race Products,,no_match,FALSE
754,Fiac,,no_match,FALSE
755,Fiberoptics Technology Inc,,no_match,FALSE
756,Finapres Medical Sys. B.V.,,no_match,FALSE
757,Finapres Medical Systems bv (FMS),,no_match,FALSE
758,Finger Print,,no_match,FALSE
759,Fink Engineering PTY Ltd,,no_match,FALSE
760,Fitter,,no_match,FALSE
761,Fleetwood Food Service,,no_match,FALSE
762,Flex VRA,,no_match,FALSE
763,Flexicare inc,,no_match,FALSE
764,"Flexicare, Inc.",,no_match,FALSE
765,Flexmort,,no_match,FALSE
766,Flexmort Ltd(Roftek),,no_match,FALSE
767,Fluroscan Imaging Systems,,no_match,FALSE
768,Focus,,no_match,FALSE
769,Focus Diagnostics Inc.,,no_match,FALSE
770,Fogg System Company Inc,,no_match,FALSE
771,"Fogg System Company, Inc.",,no_match,FALSE
772,"Foreseen Custom Displays, Inc",,no_match,FALSE
773,Foreseeson Custom Displays Inc,,no_match,FALSE
774,Fulcrum Inc,,no_match,FALSE
775,Full Vision,,no_match,FALSE
776,"Full Vision, Inc.",,no_match,FALSE
777,Furniss Corporation,,no_match,FALSE
778,Futrex,,no_match,FALSE
779,Fuzion,,no_match,FALSE
780,G-VISION,,no_match,FALSE
781,G5,,no_match,FALSE
782,GC INDUSTRIES,,no_match,FALSE
783,GCX Corp,,no_match,FALSE
784,GDS Diagnostic,,no_match,FALSE
785,GDS Diagnostics,,no_match,FALSE
786,GE Appliance,,no_match,FALSE
787,GE DIASONICS ULTRASOUND,,no_match,FALSE
788,GE Datex-Ohmeda  (Ohio),,no_match,FALSE
789,GE Marquette Medical Systems Cardiology Div,,no_match,FALSE
790,GE OEC MEDICAL SYSTEMS,,no_match,FALSE
791,GE Osmonics,,no_match,FALSE
792,GE ULTRASOUND,,no_match,FALSE
793,GEM Ring Cutters,,no_match,FALSE
794,GENMED,,no_match,FALSE
795,GENTRA,,no_match,FALSE
796,GF Hausted Products,,no_match,FALSE
797,GF Health Products Inc,,no_match,FALSE
798,GG&B Company,,no_match,FALSE
799,GI Supply,,no_match,FALSE
800,GI Supply Inc,,no_match,FALSE
801,GLAXOSMITHKLINE,,no_match,FALSE
802,GMP Medical,,no_match,FALSE
803,GOLVO,,no_match,FALSE
804,GOODLITE,,no_match,FALSE
805,GPK Inc.,,no_match,FALSE
806,GREENWICH INSTRUMENT CO.,,no_match,FALSE
807,GRETAG/MACBETH LLC,,no_match,FALSE
808,GS LABORATORY EQUIPMENT/REVCO DIV A GENERAL SIGNAL CO,,no_match,FALSE
809,GS LABORATORY EQUIPTMENT,,no_match,FALSE
810,GSI Luminonics,,no_match,FALSE
811,GSI Medical Systems Inc,,no_match,FALSE
812,GUANGDONG BIOLIGHT,,no_match,FALSE
813,GULDEN OPTHALMICS,,no_match,FALSE
814,"GVISION USA, Inc.",,no_match,FALSE
815,Galil Medical,,no_match,FALSE
816,Game Ready,,no_match,FALSE
817,"Game Ready, Inc.",,no_match,FALSE
818,Gammamed Usa,,no_match,FALSE
819,Gate,,no_match,FALSE
820,Gates,,no_match,FALSE
821,GearWrench,,no_match,FALSE
822,Geddis Inc,,no_match,FALSE
823,Gen-Med,,no_match,FALSE
824,Genadyne,,no_match,FALSE
825,Genii,,no_match,FALSE
826,Genstar Technologies Co Inc,,no_match,FALSE
827,"Genstar Technologies Company, Inc",,no_match,FALSE
828,Gentherm,,no_match,FALSE
829,Gentherm / Cincinnati Sub-Zero,,no_match,FALSE
830,Gentherm Medical,,no_match,FALSE
831,Genzyme Biosurgery Co,,no_match,FALSE
832,Gi Supply Inc,,no_match,FALSE
833,Giraffe Multi Purpose,,no_match,FALSE
834,Gleichmann Electronics,,no_match,FALSE
835,GlideScope,,no_match,FALSE
836,GlucoTec Inc,,no_match,FALSE
837,Glytec Systems,,no_match,FALSE
838,Goodtime Medical,,no_match,FALSE
839,Gossen,,no_match,FALSE
840,Great Basin,,no_match,FALSE
841,Greenleaf Medical Systems,,no_match,FALSE
842,Grieshaber,,no_match,FALSE
843,Growing Family,,no_match,FALSE
844,Grundium,,no_match,FALSE
845,Gsi Lumonics,,no_match,FALSE
846,Guangzhou Berrcom Medical Device Co,,no_match,FALSE
847,"Gurin Products, LLC",,no_match,FALSE
848,Gutta Care,,no_match,FALSE
849,H&C Weighing Systems,,no_match,FALSE
850,HALL SURGICAL,,no_match,FALSE
851,HALL SURGICAL DIV ZIMMER INC,,no_match,FALSE
852,HAMPSHIRE  CONTROLS CORP.,,no_match,FALSE
853,HAMPSHIRE CONTROLS CORP.,,no_match,FALSE
854,HANA,,no_match,FALSE
855,HCI-HealthCare International,,no_match,FALSE
856,HEALTHWATCH,,no_match,FALSE
857,HEART TECHNOLOGY INC,,no_match,FALSE
858,HEMAMETRICS,,no_match,FALSE
859,HENDAN POWER EQUIPMENT,,no_match,FALSE
860,HILLROM MEDAES,,no_match,FALSE
861,HMT Products,,no_match,FALSE
862,HNE HEALTHCARE INC,,no_match,FALSE
863,HO Equipments,,no_match,FALSE
864,HOECHST,,no_match,FALSE
865,HOGGAN Health Industries,,no_match,FALSE
866,"HOGGAN SCIENTIFIC, LLC",,no_match,FALSE
867,HOVIS,,no_match,FALSE
868,HR INC,,no_match,FALSE
869,HTL,,no_match,FALSE
870,HYDROCISION INC,,no_match,FALSE
871,HYLND,,no_match,FALSE
872,HaKo Med,,no_match,FALSE
873,Hadeco,,no_match,FALSE
874,Hadeco Inc,,no_match,FALSE
875,Hagg Streit,,no_match,FALSE
876,Hall Research,,no_match,FALSE
877,Hall Surgical Div Zimmer Inc,,no_match,FALSE
878,Halo Innovations,,no_match,FALSE
879,Hampshire Controls Corp,,no_match,FALSE
880,Hanning Electro Werke,,no_match,FALSE
881,Hanning Medical,,no_match,FALSE
882,Hanson,,no_match,FALSE
883,Happiest Baby,,no_match,FALSE
884,Hardy Diagnostics,,no_match,FALSE
885,Harleco,,no_match,FALSE
886,Hayashi Denki,,no_match,FALSE
887,Haysmann,,no_match,FALSE
888,Heal-Lite Co,,no_match,FALSE
889,Healcerion,,no_match,FALSE
890,HealthTek,,no_match,FALSE
891,Healthlink,,no_match,FALSE
892,Healthwatch Inc Cambridge Medi,,no_match,FALSE
893,Heart Rate Inc,,no_match,FALSE
894,"Heart Technology, Inc",,no_match,FALSE
895,HeartMath Institute,,no_match,FALSE
896,HeartWare International Inc (United States),,no_match,FALSE
897,Heathrow Scientific,,no_match,FALSE
898,Heinickie,,no_match,FALSE
899,Heinrich Amelung GmbH Medizinische Laborgeraete,,no_match,FALSE
900,Heise,,no_match,FALSE
901,Heise (an Ashcroft Company),,no_match,FALSE
902,Hema Metrics LLC,,no_match,FALSE
903,"Hema Metrics, Inc.",,no_match,FALSE
904,HemaMetrics Inc,,no_match,FALSE
905,Hemamix,,no_match,FALSE
906,Hematek,,no_match,FALSE
907,Hematronix,,no_match,FALSE
908,HemoSense,,no_match,FALSE
909,Hemochron,,no_match,FALSE
910,Hemotec,,no_match,FALSE
911,Henley HealthCare Inc,,no_match,FALSE
912,Henley Healthcare,,no_match,FALSE
913,Henley International,,no_match,FALSE
914,Hepa,,no_match,FALSE
915,Heritage Medical Products Inc.,,no_match,FALSE
916,Hermes Medical Solutions,,no_match,FALSE
917,Hess Technologies Inc,,no_match,FALSE
918,Hetaida,,no_match,FALSE
919,Hibok,,no_match,FALSE
920,HillRom,,no_match,FALSE
921,Hillrom,,no_match,FALSE
922,HoMedics,,no_match,FALSE
923,Hofman Systems Gmbh,,no_match,FALSE
924,"Hoggan Scientific, LLC",,no_match,FALSE
925,Hollister Incorporated,,no_match,FALSE
926,Hollycraft,,no_match,FALSE
927,Homedics,,no_match,FALSE
928,"Homedics, USA",,no_match,FALSE
929,Hoogan Scientific LLC,,no_match,FALSE
930,Howard Medical,,no_match,FALSE
931,Hoya ConBio,,no_match,FALSE
932,Hprt,,no_match,FALSE
933,HuNan Beyond Medical Technology Co Ltd,,no_match,FALSE
934,Hund Wetzlar,,no_match,FALSE
935,Huntington Laboratories,,no_match,FALSE
936,Husky,,no_match,FALSE
937,Hybritech Inc Div Beckman Coulter Corp,,no_match,FALSE
938,HydroCision,,no_match,FALSE
939,Hydroworxs,,no_match,FALSE
940,Hygeia II Medical Group Inc. ,,no_match,FALSE
941,Hygienics Industries,,no_match,FALSE
942,I-STAT CORPORATION,,no_match,FALSE
943,I-Stat,,no_match,FALSE
944,IAC Acoustic,,no_match,FALSE
945,IAC Acoustics Div Sound Seal,,no_match,FALSE
946,IBM CORP,,no_match,FALSE
947,IBM Watson Health,,no_match,FALSE
948,ICN PHARMACEUTICALS INC.,,no_match,FALSE
949,ICON Health & Fitness Inc,,no_match,FALSE
950,IEC,,no_match,FALSE
951,IEC & LABSYSTEMS,,no_match,FALSE
952,IEC / THERMO QUEST CORP,,no_match,FALSE
953,IET LABS,,no_match,FALSE
954,IET Labs Inc,,no_match,FALSE
955,"IET Labs, Inc.",,no_match,FALSE
956,IFR AMERICA'S INC.,,no_match,FALSE
957,IGC Medical,,no_match,FALSE
958,IIYAMA,,no_match,FALSE
959,IKA Laboratory Equip.,,no_match,FALSE
960,IKA Works Inc,,no_match,FALSE
961,IKA-WORKS INC,,no_match,FALSE
962,IKA-Werke GmbH & Co KG,,no_match,FALSE
963,ILO Electronics,,no_match,FALSE
964,IMAGYN MEDICAL TECH. INC.,,no_match,FALSE
965,IMCO Technologies Corp,,no_match,FALSE
966,IMG PHOTO PRODUCTS,,no_match,FALSE
967,IMS Inc,,no_match,FALSE
968,INFANT ADVANTAGE,,no_match,FALSE
969,INNERSPACE,,no_match,FALSE
970,INNERSPACE DATEL CORP,,no_match,FALSE
971,"INSPIRE MEDICAL SYSTEMS, INC",,no_match,FALSE
972,INSTACOOL INC OF NORTH AMERICA,,no_match,FALSE
973,INTERMEDICS,,no_match,FALSE
